ICHI code	Title	Index term	Include note	Action flag	Expanded index with include note	Warning	Comments	Original full index terms	Original full include notes			Flag	Delete index term	Review index term									Original Title	Original index term
		Laparoscopic repair of obturator hernia 		I									FALSE	FALSE										Laparoscopic repair of hernia obturator
		Laparoscopic repair of omental hernia 		I									FALSE	FALSE										Laparoscopic repair of hernia omental
		Laparoscopic repair of retroperitoneal hernia 		I									FALSE	FALSE										Laparoscopic repair of hernia retroperitoneal
		Laparoscopic repair of sciatic hernia 		I									FALSE	FALSE										Laparoscopic repair of hernia sciatic
PAL.BA.BA	Soft tissue X-ray of abdominal wall							Fistulogram of abdominal wall; Sinogram of abdominal wall					FALSE	FALSE									Soft tissue x-ray of abdominal wall	
		Fistulogram of abdominal wall		I									FALSE	FALSE										Fistulogram of abdominal wall
		Sinogram of abdominal wall		I									FALSE	FALSE										Sinogram of abdominal wall
PAL.FA.AA	Reopening of recent laparotomy site							Reopening of recent laparotomy site for control of haemorrhage; Reopening of recent laparotomy site for exploration					FALSE	FALSE									Reopening of recent laparotomy site	
		Reopening of recent laparotomy site for control of haemorrhage		I									FALSE	FALSE										Reopening of recent laparotomy site for control of haemorrhage
		Reopening of recent laparotomy site for exploration		I									FALSE	FALSE										Reopening of recent laparotomy site for exploration
PAL.JB.AE	Percutaneous drainage of abdominal wall							Percutaneous drainage of abdominal wall abscess					FALSE	FALSE									Percutaneous drainage of abdominal wall	
		Percutaneous drainage of abdominal wall abscess		I									FALSE	FALSE										Percutaneous drainage of abdominal wall abscess
PAL.MK.AA	Repair of abdominal wall							Delayed closure of granulating abdominal wound; Incisional hernia repair; Reclosure of postoperative disruption of abdominal wall; Repair of gastroschisis; Repair of hernia in cicatrix; Repair of hernia, epigastric; Repair of hernia, hypogastric; Repair of hernia, spigelian; Repair of hernia, ventral; Repair of hernia of abdominal wall, NEC; Repair of other hernia of anterior abdominal wall; Repair of pericolostomy hernia; Suture of laceration of abdominal wall; Tertiary subcutaneous wound closure					FALSE	FALSE									Repair of abdominal wall	
		Delayed closure of granulating abdominal wound		I									FALSE	FALSE										Delayed closure of granulating abdominal wound
		Incisional hernia repair		I									FALSE	FALSE										Incisional hernia repair
		Reclosure of postoperative disruption of abdominal wall		I									FALSE	FALSE										Reclosure of postoperative disruption of abdominal wall
		Repair of gastroschisis		I									FALSE	FALSE										Repair of gastroschisis
		Repair of hernia in cicatrix		I									FALSE	FALSE										Repair of hernia in cicatrix
		Repair of epigastric hernia		I									FALSE	FALSE										Repair of hernia, epigastric
		Repair of  hypogastric hernia		I									FALSE	FALSE										Repair of hernia, hypogastric
		Repair of spigelian hernia 		I									FALSE	FALSE										Repair of hernia, spigelian
		Repair of ventral hernia 		I									FALSE	FALSE										Repair of hernia, ventral
		Repair of hernia of abdominal wall, NEC		I									FALSE	FALSE										Repair of hernia of abdominal wall, NEC
		Repair of other hernia of anterior abdominal wall		I									FALSE	FALSE										Repair of other hernia of anterior abdominal wall
		Repair of pericolostomy hernia		I									FALSE	FALSE										Repair of pericolostomy hernia
		Suture of laceration of abdominal wall		I									FALSE	FALSE										Suture of laceration of abdominal wall
		Tertiary subcutaneous wound closure		I									FALSE	FALSE										Tertiary subcutaneous wound closure
PAL.MK.AB	Laparoscopic repair of abdominal wall							Laparoscopic repair of:; abdominal wall hernia, NEC; epigastric hernia; hypogastric hernia; other hernia of anterior abdominal wall; spigelian hernia; ventral hernia					FALSE	FALSE									Laparoscopic repair of abdominal wall	
		Laparoscopic repair of abdominal wall hernia, NEC		I									FALSE	FALSE										Laparoscopic repair of abdominal wall hernia, NEC
		Laparoscopic repair of epigastric hernia		I									FALSE	FALSE										Laparoscopic repair of epigastric hernia
		Laparoscopic repair of hypogastric hernia		I									FALSE	FALSE										Laparoscopic repair of hypogastric hernia
		Laparoscopic repair of other hernia of anterior abdominal wall		I									FALSE	FALSE										Laparoscopic repair of other hernia of anterior abdominal wall
		Laparoscopic repair of spigelian hernia		I									FALSE	FALSE										Laparoscopic repair of spigelian hernia
		Laparoscopic repair of ventral hernia		I									FALSE	FALSE										Laparoscopic repair of ventral hernia
PAL.MK.AH	Manual reduction of abdominal wall, not elsewhere classified							Manual reduction of abdominal hernia					FALSE	FALSE									Manual reduction of abdominal wall, not elsewhere classified	
		Manual reduction of abdominal hernia		I									FALSE	FALSE										Manual reduction of abdominal hernia
PAL.ML.AA	Reconstruction of abdominal wall 							Open incisional hernia repair with graft or prosthesis				T?	FALSE	FALSE									Repair of abdominal wall with graft or prosthesis	
		Open incisional hernia repair with graft or prosthesis		I									FALSE	FALSE										Open incisional hernia repair with graft or prosthesis
PAL.ML.AB	Laparoscopic reconstruction of abdominal wall 							Laparoscopic incisional hernia repair with graft or prosthesis				T?	FALSE	FALSE									Laparoscopic repair of abdominal wall with graft or prosthesis	
		Laparoscopic incisional hernia repair with graft or prosthesis		I									FALSE	FALSE										Laparoscopic incisional hernia repair with graft or prosthesis
PAM.MK.AA	Repair of inguinal hernia							Bilateral repair of inguinal hernia, NOS; Inguinal herniorrhaphy NOS; Unilateral repair of inguinal hernia, NOS					FALSE	FALSE									Repair of inguinal hernia	
		Bilateral repair of inguinal hernia, NOS		D									TRUE	FALSE										Bilateral repair of inguinal hernia, NOS
		Inguinal herniorrhaphy, NOS		I									FALSE	FALSE										Inguinal herniorrhaphy NOS
		Unilateral repair of inguinal hernia, NOS		D									TRUE	FALSE										Unilateral repair of inguinal hernia, NOS
PAM.MK.AB	Laparoscopic repair of inguinal hernia							Laparoscopic:; bilateral repair of inguinal hernia, NOS; inguinal herniorrhaphy NOS; unilateral repair of inguinal hernia, NOS					FALSE	FALSE									Laparoscopic repair of inguinal hernia	
		Laparoscopic bilateral repair of inguinal hernia, NOS		D									TRUE	FALSE										Laparoscopic bilateral repair of inguinal hernia, NOS
		Laparoscopic inguinal herniorrhaphy, NOS		I									FALSE	FALSE										Laparoscopic inguinal herniorrhaphy NOS
		Laparoscopic unilateral repair of inguinal hernia, NOS		D									TRUE	FALSE										Laparoscopic unilateral repair of inguinal hernia, NOS
PAM.ML.AA	Repair of inguinal hernia with graft or prosthesis							Bilateral inguinal hernia repair with graft or prosthesis, NOS; Repair of inguinal hernia with graft or prosthesis, NOS					FALSE	FALSE									Repair of inguinal hernia with graft or prosthesis	
		Bilateral inguinal hernia repair with graft or prosthesis, NOS		D									TRUE	FALSE										Bilateral inguinal hernia repair with graft or prosthesis, NOS
		Repair of inguinal hernia with graft or prosthesis, NOS		D									TRUE	FALSE										Repair of inguinal hernia with graft or prosthesis, NOS
PAM.ML.AB	Laparoscopic repair of inguinal hernia with graft or prosthesis							Laparoscopic bilateral repair of inguinal hernia with graft or prosthesis, NOS; Laparoscopic repair of inguinal hernia with graft or prosthesis, NOS					FALSE	FALSE									Laparoscopic repair of inguinal hernia with graft or prosthesis	
		Laparoscopic bilateral repair of inguinal hernia with graft or prosthesis, NOS		D									TRUE	FALSE										Laparoscopic bilateral repair of inguinal hernia with graft or prosthesis, NOS
		Laparoscopic repair of inguinal hernia with graft or prosthesis, NOS		D									TRUE	FALSE										Laparoscopic repair of inguinal hernia with graft or prosthesis, NOS
PAN.MK.AA	Repair of femoral hernia							Femoral herniorrhaphy					FALSE	FALSE									Repair of femoral hernia	
		Femoral herniorrhaphy		I									FALSE	FALSE										Femoral herniorrhaphy
PAN.MK.AB	Laparoscopic repair of femoral hernia							Laparoscopic femoral herniorrhaphy					FALSE	FALSE									Laparoscopic repair of femoral hernia	
		Laparoscopic femoral herniorrhaphy		I									FALSE	FALSE										Laparoscopic femoral herniorrhaphy
PAN.ML.AA	Repair of femoral hernia with graft or prosthesis							Bilateral repair of femoral hernia with graft or prosthesis; Unilateral repair of femoral hernia with graft or prosthesis					FALSE	FALSE									Repair of femoral hernia with graft or prosthesis	
		Bilateral repair of femoral hernia with graft or prosthesis		D									TRUE	FALSE										Bilateral repair of femoral hernia with graft or prosthesis
		Unilateral repair of femoral hernia with graft or prosthesis		D									TRUE	FALSE										Unilateral repair of femoral hernia with graft or prosthesis
PAN.ML.AB	Laparoscopic repair of femoral hernia with graft or prosthesis							Laparoscopic bilateral repair of femoral hernia with graft or prosthesis; Laparoscopic unilateral repair of femoral hernia with graft or prosthesis					FALSE	FALSE									Laparoscopic repair of femoral hernia with graft or prosthesis	
		Laparoscopic bilateral repair of femoral hernia with graft or prosthesis		D									TRUE	FALSE										Laparoscopic bilateral repair of femoral hernia with graft or prosthesis
		Laparoscopic unilateral repair of femoral hernia with graft or prosthesis		D									TRUE	FALSE										Laparoscopic unilateral repair of femoral hernia with graft or prosthesis
PAO.JI.AA	Local excision of umbilical lesion							Excision of umbilical granuloma or sinus					FALSE	FALSE									Local excision of umbilical lesion	
		Excision of umbilical granuloma or sinus		I									FALSE	FALSE										Excision of umbilical granuloma or sinus
PAO.MK.AA	Repair of umbilical hernia							Umbilical herniorrhaphy					FALSE	FALSE									Repair of umbilical hernia	
		Umbilical herniorrhaphy		I									FALSE	FALSE										Umbilical herniorrhaphy
PAO.MK.AB	Laparoscopic repair of umbilical hernia							Laparoscopic umbilical herniorrhaphy					FALSE	FALSE									Laparoscopic repair of umbilical hernia	
		Laparoscopic umbilical herniorrhaphy		I									FALSE	FALSE										Laparoscopic umbilical herniorrhaphy
PAW.JB.AA	Drainage of perineum							Drainage of abscess of perineum; Drainage of haematoma of perineum					FALSE	FALSE									Drainage of perineum	
		Drainage of abscess of perineum		I									FALSE	FALSE										Drainage of abscess of perineum
		Drainage of haematoma of perineum		I									FALSE	FALSE										Drainage of haematoma of perineum
PAW.JG.AA	Debridement of perineum							Debridement of perineal tissue					FALSE	FALSE									Debridement of perineum	
		Debridement of perineal tissue		I									FALSE	FALSE										Debridement of perineal tissue
PAW.LC.AH	Application of external immobilisation device to perineum							Application of:; cast, brace, splint					FALSE	FALSE									Application of external immobilisation device to perineum	
